Name,year,age,event,category1,category2,Occupation,Career/Personal Life
Pope Francis,2020,84,"stated that Pope Francis supports legally recognising same-sex civil unions in a statement from an interview published in October 2020; a statement from an interview published in October 2020 was from an interview from 2019, but a statement from an interview published in October 2020 had been cut from public releases at the time.",Theological emphases,LGBT,Politics,Personal Life
Pope Francis,2016,80,"Since 2016, Pope Francis has also been contrasted with US President Donald Trump, elected that year, with some conservative critics drawing comparisons between the two.",Controversies,International policy,Politics,Personal Life
Pope Francis,2019,83,"In 2019, during the Hong Kong protests, Pope Francis was criticized by Catholic clergy in Hong Kong, with Cardinal Joseph Zen criticizing Pope Francis for not taking a stand against China and instead being quoted as saying ""Cardinal Joseph Zen would like to go to China.",Controversies,International policy,Politics,Personal Life
Pope Francis,2015,79,"""a visit in September 2015 comes amid a breakthrough for which Pope Francis has received much credit.""",International diplomatic role,,Politics,Personal Life
Pope Francis,2014,78,"On 5 November 2014, Pope Francis was ranked by Forbes as the fourth most powerful person in the world and was the only non-political figure in the top ranking.",Public image,,Politics,Personal Life
Pope Francis,2023,87,"During Pope Francis's trip to the Democratic Republic of the Congo in February 2023, Pope Francis shifted away from rumors of an imminent resignation.",Public image,,Politics,Personal Life
Pope Francis,2023,87,"In March 2023, Pope Francis was hospitalized in Rome with a respiratory infection.",Public image,,Politics,Personal Life
Pope Francis,2019,83,"Pope Francis is played by Jonathan Pryce in the biographical drama film The Two Popes (2019), costarring with Anthony Hopkins who plays Pope Benedict XVI.",Films,Portrayal in film,Politics,Personal Life
Richard Attenborough,1948,25,"As an actor, Richard Attenborough is best remembered for Richard Attenborough's film roles in Brighton Rock (1948), I'm All Right Jack (1959), The Great Escape (1963), The Sand Pebbles (1966), Doctor Dolittle (1967), 10 Rillington Place (1971), Jurassic Park (1993), and Miracle on 34th Street (1994).",summary,,Entertainment,Personal Life
Richard Attenborough,1969,46,"For Richard Attenborough's directorial debut, 1969's Oh! What a Lovely War, Richard Attenborough was nominated for the the British Academy of Film and Television Arts (BAFTA) Award for Best Direction, and Richard Attenborough was nominated for Richard Attenborough's films Young Winston, A Bridge Too Far, and Cry Freedom.",summary,,Entertainment,Career
Richard Attenborough,1983,60,Richard Attenborough won two Academy Awards for Gandhi in 1983: Best Picture and Best Director.,summary,,Entertainment,Career
Richard Attenborough,1923,0,"Richard Attenborough was born on 29 August 1923 in Cambridge, the eldest of three sons of Mary Attenborough (nÃ©e Clegg), a founding member of the Marriage Guidance Council, and Frederick Levi Attenborough, a scholar and academic administrator who was a fellow at Emmanuel College, Cambridge, and wrote a standard text on Anglo-Saxon law.",Early life,,Entertainment,Personal Life
Richard Attenborough,1939,16,Richard Attenborough was educated at Wyggeston Grammar School for Boys in Leicester and studied at RADA.In September 1939,Early life,,Entertainment,Personal Life
Richard Attenborough,1945,22,"After initial pilot training, Richard Attenborough was seconded to the newly formed Royal Air Force Film Production Unit at Pinewood Studios, under the command of Flight Lieutenant John Boulting (whose brother Peter Cotes later directed Richard Attenborough in the play The Mousetrap) where Richard Attenborough appeared with Edward G. Robinson in the propaganda film Journey Together (1945).",Early life,,Entertainment,Personal Life
Richard Attenborough,1964,41,"During the 1960s, Richard Attenborough expanded Richard Attenborough's range of character roles in films such as SÃ©ance on a Wet Afternoon (1964) and Guns at Batasi (1964), for which Richard Attenborough won the BAFTA Award for Best Actor for Richard Attenborough's portrayal of Regimental Sergeant Major Lauderdale.",Acting career,,Entertainment,Career
Richard Attenborough,1985,62,Richard Attenborough was nominated for a Golden Globe Award for Best Director for the screen version of the musical A Chorus Line (1985) and the anti-apartheid drama Cry Freedom (1987).,Producer and director,,Entertainment,Career
Richard Attenborough,2004,81,"After 33 years of dedicated service as President of the Muscular Dystrophy campaign, Richard Attenborough became the Muscular Dystrophy campaign's Honorary Life President in 2004.",Later projects,,Entertainment,Career
Richard Attenborough,2004,81,Richard Attenborough founded the Jane Holland Creative Centre for Learning at Waterford Kamhlaba in Swaziland in memory of Richard Attenborough's daughter who died in the tsunami on 26 December 2004.He,Later projects,,Entertainment,Personal Life
Richard Attenborough,2006,83,"Richard Attenborough said in an interview in 2006 that ""Richard Attenborough could understand his hero the political theorist and revolutionary Thomas Paine, whom he called ""one of the finest men that ever lived"".",Later projects,,Entertainment,Personal Life
Richard Attenborough,2008,85,"In 2008, Richard Attenborough was appointed Life President of Chelsea Football Club.",Personal life,,Entertainment,Personal Life
Richard Attenborough,2008,85,"In 2008, Richard Attenborough published an informal autobiography entitled Entirely Up to You, Darling in association with Richard Attenborough's colleague Diana Hawkins.",Personal life,,Entertainment,Personal Life
Richard Attenborough,2009,86,"In November 2009, Richard Attenborough, in what Richard Attenborough called a ""house clearance"" sale, sold part of Richard Attenborough's extensive art collection, which included works by L. S. Lowry, C. R. W. Nevinson and Graham Sutherland, generating Â£4.6Â million at Sotheby's.",Personal life,Illness and death,Entertainment,Personal Life
Richard Attenborough,1967,44,"In the 1967 Birthday Honours, Richard Attenborough was appointed a Commander of the Order of the British Empire (CBE). Richard Attenborough was made a Knight Bachelor in the 1976 New Year Honours, having a Knight Bachelor conferred on 10 February 1976.On 30 July 1993, Richard Attenborough was created a life peer as Baron Attenborough, of Richmond upon Thames in the London Borough of Richmond upon Thames.",Honours,,Entertainment,Career
Richard Attenborough,1992,69,"In 1992, Richard Attenborough had been offered a peerage by Neil Kinnock, then leader of the Labour Party, but refused a peerage as Richard Attenborough felt unable to commit Richard Attenborough to the time necessary ""to do what was required of Richard Attenborough in the Upper Chamber, as Richard Attenborough always put film-making first"".Richard Attenborough was the subject of This Is Your Life in December 1962 when Richard Attenborough was surprised by Eamonn Andrews at the Savoy Hotel, during a dinner held to commemorate the 10th anniversary of the Agatha Christie play The Mousetrap, in which Richard Attenborough had been an original cast member.",Honours,,Entertainment,Career
Richard Attenborough,1983,60,"In 1983, Richard Attenborough was awarded the Padma Bhushan, India's third highest civilian award, and the Martin Luther King Jr. Nonviolence Peace Prize by the Martin Luther King Jr. Center for Nonviolent Social Change.",Honours,,Entertainment,Career
Richard Attenborough,2008,85,"On 20 November 2008, Richard Attenborough was awarded an Honorary Doctorate of Drama from the Royal Scottish Academy of Music and Drama (RSAMD) in Glasgow.[0",Honours,,Entertainment,Career
Richard Attenborough,1973,50,"In early 1973, Richard Attenborough was portrayed as ""Dickie Attenborough"" in the British Showbiz Awards sketch late in the third series of Monty Python's's Flying Circus.",Portrayals,,Entertainment,Career
Richard Attenborough,2012,89,"In response to the villain claiming ""Gandhi won't win!"", Richard Attenborough appears in a suit covered in Academy Awards and declares ""We've already won!""In 2012 Richard Attenborough was portrayed by Simon Callow in the BBC Four biopic The Best Possible Taste, about Kenny Everett.",Portrayals,,Entertainment,Career
Warren Buffett,1947,17,Warren Buffett entered the Wharton School of the University of Pennsylvania in 1947 before graduating from the University of Nebraska at 19.,summary,,Business,Career
Warren Buffett,1970,40,"Since 1970, Warren Buffett has presided as the chairman and largest shareholder of a textile manufacturing firm, Berkshire Hathaway.",summary,,Business,Career
Warren Buffett,2010,80,"Warren Buffett founded the Giving Pledge in 2010 with Bill Gates, whereby billionaires pledge to give away at least half of billionaires's fortunes.",summary,,Business,Personal Life
Warren Buffett,1930,0,"Warren Buffett was born on 30 August 1930 in Omaha, Nebraska, as the second of three children and the only son of Leila (nÃ©e Stahl) and Congressman Howard Buffett.",Early life and education,,Business,Career
Warren Buffett,1000,-930,"Warren Buffett was inspired by a book Warren Buffett borrowed from the Omaha public library at age seven, One Thousand Ways to Make $1000.",Early life and education,,Business,Career
Warren Buffett,1944,14,"On Warren Buffett's first income tax return in 1944, Warren Buffett took a $35 deduction for the use of Warren Buffett's bicycle and watch on Warren Buffett's paper route.",Early life and education,,Business,Career
Warren Buffett,1947,17,"By the time Warren Buffett finished college, Warren Buffett had amassed $9,800 in savings (about $121,000 today).In 1947, Warren Buffett matriculated at the Wharton School of the University of Pennsylvania.",Early life and education,,Business,Career
Warren Buffett,1951,21,Warren Buffett earned a Master of Science in economics from Columbia Business School of Columbia University in 1951.,Early life and education,,Business,Career
Warren Buffett,1951,21,"Warren Buffett worked from 1951 to 1954 at Buffett-Falk & Co. as an investment salesman; from 1954 to 1956 at Graham-Newman Corp. as a securities analyst; from 1956 to 1969 at Buffett Partnership, Ltd. as a general partner; and from 1970 as chairman and CEO of Berkshire Hathaway Inc.",Business career,Early business career,Business,Career
Warren Buffett,2014,84,"On August 20, 2014, Warren Buffett was fined $896,000 for failing to report December 9, 2013, purchase of shares in USG Corporation as required.",Business career,A capitalized Berkshire,Business,Career
Warren Buffett,2021,91,"In a June 2021 interview with CNBC, Warren Buffett said that the economic impact of the COVID-19 pandemic has increased economic inequality and bemoaned that most people are unaware that ""hundreds of thousands or millions"" of small businesses have been negatively impacted.",COVID-19 pandemic,,Business,Career
