year,age,event,category1,category2,New_Column,Name
1940,50,"15 May 1940, with three tank battalions assembled, less than a third of Charles de Gaulle's paper strength, Charles de Gaulle was summoned to headquarters and told to attack to gain time for General Robert Touchon's's Sixth Army to redeploy from the Maginot Line to the Aisne.",World War II,Battle of France,Charles de Gaulle.csv,Charles de Gaulle
1946,56,"Although Charles de Gaulle had moved quickly to consolidate French control of French Indochina (now Vietnam, Laos, and Cambodia), colonised by France during the mid-19th century, during Charles de Gaulle's brief first tenure as president in the 1940s, the communist Vietminh under Ho Chi Minh began a determined campaign for independence from 1946 onwards.",1946–1958: Out of power,,Charles de Gaulle.csv,Charles de Gaulle
1959,69,"On 21 December, Charles de Gaulle was elected President of France; Charles de Gaulle was inaugurated in January 1959.",1958–1962: Founding of the Fifth Republic,,Charles de Gaulle.csv,Charles de Gaulle
1960,70,"Charles de Gaulle hosted a superpower summit on 17 May 1960 for arms limitation talks and détente efforts in the wake of the 1960 U-2 incident between United States President Dwight Eisenhower, Soviet Premier Nikita Khrushchev, and United Kingdom Prime Minister Harold Macmillan.",1962–1968: Politics of grandeur,Foreign policy,Charles de Gaulle.csv,Charles de Gaulle
1967,77,"Charles de Gaulle vetoed Britain's's entry into the European Economic Community (EEC) a second time, in June 1967.In January 1964",1962–1968: Politics of grandeur,Foreign policy,Charles de Gaulle.csv,Charles de Gaulle
2023,88,"As of November 2023, Charles Koch was ranked as the 22nd richest man in the world on the Bloomberg Billionaires Index, with an estimated net worth of $60 billion.",summary,,Charles Koch.csv,Charles Koch
1967,32,"Charles Koch has been co-owner, chairman, and chief executive officer of Koch Industries since 1967, while his late brother David Koch served as executive vice president.",summary,,Charles Koch.csv,Charles Koch
2007,72,"Charles Koch has published four books detailing Charles Koch's business philosophy, The Science of Success (2007), Market Based Management, Good Profit (2015), and Believe in People (2020).",summary,,Charles Koch.csv,Charles Koch
1957,22,"Charles Koch received a Bachelor of Science (B.S.) in General Engineering in 1957, a Master of Science (M.S.) in Nuclear Engineering in 1958, and a second M.S. in Chemical Engineering in 1959.",Early life and education,,Charles Koch.csv,Charles Koch
2008,73,"In 2008, Charles Koch was included in Businessweek's list of top 50 American givers.",Political activities and philanthropy,Libertarianism,Charles Koch.csv,Charles Koch
2022,87,"In 2022, Charles Koch was named one of the US' top 'climate villains' by The Guardian.",Political activities and philanthropy,Climate change,Charles Koch.csv,Charles Koch
1980,45,Charles Koch supported his brother's candidacy for vice president on the Libertarian Party ticket in 1980.,Political activities and philanthropy,Political campaigns,Charles Koch.csv,Charles Koch
2011,76,"In 2011, Charles Koch was awarded the William E. Simon Prize for Philanthropic Leadership.",Political activities and philanthropy,Political campaigns,Charles Koch.csv,Charles Koch
1940,0,"Cliff Richard was born Harry Rodger Webb on 14 October 1940 at King George's Hospital (now KGMU Hospital), Victoria Street, in Lucknow, which was then part of British India.",Biography,1940–1958: Childhood and adolescence,Cliff Richard.csv,Cliff Richard
1942,2,"Cliff Richard has three sisters, Joan, Jacqui and Donna (1942–2016).In 1948",Biography,1940–1958: Childhood and adolescence,Cliff Richard.csv,Cliff Richard
1957,17,"When Cliff Richard was 16, Rodger Oscar Webb, a manager for a catering contractor that serviced the Indian Railways bought Cliff Richard a guitar, and in 1957, Cliff Richard formed the school vocal harmony group The Quintones, before singing in the Dick Teague Skiffle Group.",Biography,1940–1958: Childhood and adolescence,Cliff Richard.csv,Cliff Richard
1963,23,"Nor did doors open to Cliff Richard in the US market; Cliff Richard was not considered part of the British Invasion, and despite four Hot 100 hits (including the top 25 ""It's All in the Game"") between August 1963 and August 1964, the American public had little awareness of Cliff Richard.Although baptised as an Anglican",Biography,1964–1975: Changing circumstances,Cliff Richard.csv,Cliff Richard
1967,27,"Cliff Richard continued having international hits, including 1967's's ""The Day I Met Marie"", which reached No. 10 in the UK Singles Chart and No. 5 in the Australian charts.Cliff Richard acted in the 1967 film Two a Penny, released by Billy Graham's World Wide Pictures, in which Cliff Richard played Jamie Hopkins, a young man who gets involved in drug dealing while questioning his life after his girlfriend changes her attitudeJamie Hopkins, a young man who gets involved in drug dealing while questioning his life after his girlfriend changes her attitude's Jamie Hopkins, a young man who gets involved in drug dealing while questioning his life after his girlfriend changes her attitude's .",Biography,1964–1975: Changing circumstances,Cliff Richard.csv,Cliff Richard
1967,27,"Cliff Richard released the live album Cliff in Japan in 1967.In 1967's, Cliff Richard sang the UK's entry in the Eurovision Song Contest, ""Congratulations"", written and composed by Bill Martin and Phil Coulter; the UK's entry in the Eurovision Song Contest, ""Congratulations"", written and composed by Bill Martin and Phil Coulter lost, however, by one point to Spain's's ""La La La"".",Biography,1964–1975: Changing circumstances,Cliff Richard.csv,Cliff Richard
1972,32,"Cliff Richard went on to release a double live album, Cliff Live in Japan 1972, which featured Olivia Newton-John.[0",Biography,1964–1975: Changing circumstances,Cliff Richard.csv,Cliff Richard
1970,30,"Cliff Richard also hosted the BBC's's qualifying heat for the Eurovision Song Contest, A Song for Europe, in 1970, 1971 and 1973 as part of Cliff Richard's BBCTV variety series.",Biography,1964–1975: Changing circumstances,Cliff Richard.csv,Cliff Richard
1971,31,"Cliff Richard presented the the Eurovision Song Contest Previews for the BBC's in 1971 and 1972.In 1975, Cliff Richard released the single ""Honky Tonk Angel"", produced by Hank Marvin and John Farrar, oblivious to the single ""Honky Tonk Angel"", produced by Hank Marvin and John Farrar's connotations or hidden meanings.",Biography,1964–1975: Changing circumstances,Cliff Richard.csv,Cliff Richard
1983,43,"Cliff Richard also was amassing a string of top ten albums, including I'm No Hero, the single ""Wired for Sound"", Now You See Me, Now You Don't, a live album Cliff Richard recorded with the Royal Philharmonic Orchestra titled Dressed for the Occasion, and Silver, marking Cliff Richard's 25th year in show business in 1983.In 1986",Biography,1976–1994: Renaissance,Cliff Richard.csv,Cliff Richard
1986,46,"In August 1986, Cliff Richard was involved in a five-car crash in torrential rain on the M4 motorway in West London.",Biography,1976–1994: Renaissance,Cliff Richard.csv,Cliff Richard
1980,40,"Also in 1980, Cliff Richard received the Brits highest award: ""The Outstanding Contribution award"".",Biography,1976–1994: Renaissance,Cliff Richard.csv,Cliff Richard
1995,55,"On 17 June 1995, Cliff Richard was appointed a Knight Bachelor (invested on 25 October 1995), becoming the first rock star to be so honoured.",Biography,1995–2007: Knighthood,Cliff Richard.csv,Cliff Richard
1998,58,"In 1998, Cliff Richard demonstrated that radio stations were refusing to play Cliff Richard's music when Cliff Richard released a dance remix of his forthcoming single ""Can't Keep This Feeling In"" on a white label using the alias Blacknight.",Biography,1995–2007: Knighthood,Cliff Richard.csv,Cliff Richard
2010,70,"Cliff Richard made a surprise appearance at the Antwerp concert of the German Night of the Proms on Thursday, 28 October 2010 and sang ""We Don't Talk Anymore"" to a great reaction from the surprised 20,000 fans at Sportpaleis Antwerp.",Biography,2008–present: 50th anniversary and Shadows reunion,Cliff Richard.csv,Cliff Richard
2007,67,"Cliff Richard spoke about the lack of commercial support he receives from radio stations and record labels on The Alan Titchmarsh Show on ITV in December 2007, pointing out that while new bands needed airplay for promotion and sales, long-established artists such as Cliff Richard also relied upon airplay for the same reasons.",Criticism of the music industry and commercial support,,Cliff Richard.csv,Cliff Richard
1997,57,"In 1997, Cliff Richard said of the rock band Oasis: ""It's just a shame that part of what gives the rock band Oasis the rock band Oasis's kick is the rock band Oasis's self-destructive impulse.""In an article for The Guardian in 2011, the journalist Sam Leith wrote of Cliff Richard's lack of commercial support among radio stations: ""Cliff Richard's uncompromising Christianity, Cliff Richard's clean-living ways, and Cliff Richard's connoisseurship of the fruits of Cliff Richard's Portuguese winery have made Cliff Richard an object of incomprehension, even ridicule, for the uncultured, alcopop-drinking younger generation.""",Criticism of the music industry and commercial support,,Cliff Richard.csv,Cliff Richard
1966,26,"Since March 1966, Cliff Richard has followed the practice of giving away at least one-tenth of Cliff Richard's income to charity.",Personal life,Philanthropy,Cliff Richard.csv,Cliff Richard
1990,50,"In 1990, Cliff Richard said: ""Those of us who have something to offer have to be prepared to give all the time.""For over forty years, Cliff Richard has been a supporter of Tearfund, a Christian charity that aims to tackle poverty in many countries across the world.",Personal life,Philanthropy,Cliff Richard.csv,Cliff Richard
2018,78,"On 18 July 2018, Cliff Richard won Cliff Richard's The BBC and was awarded £210,000 in damages.","Property search, investigation and BBC litigation",,Cliff Richard.csv,Cliff Richard
1939,56,"Chanel brand closed in 1939, with the outbreak of World War I. Coco Chanel stayed in France and was criticized during World War I for collaborating with the Nazi-German occupiers and the Vichy puppet regime to boost Coco Chanel's professional career.",summary,,Coco Chanel.csv,Coco Chanel
1883,0,"Coco Chanel was born in 1883 to Eugénie Jeanne Devolle Chanel, known as Jeanne, a laundrywoman, in the charity hospital run by the Sisters of Providence (a poorhouse) in Saumur, Maine-et-Loire.:",Early life,,Coco Chanel.csv,Coco Chanel
1915,32," 107–08 Coco Chanel, determined to re-create the success Coco Chanel enjoyed in Deauville, opened an establishment in Biarritz in 1915.",Personal life and early career,Aspirations for a stage career,Coco Chanel.csv,Coco Chanel
1919,36,"By 1919, Coco Chanel was registered as a couturière and established Coco Chanel's maison de couture at 31 rue Cambon, Paris.",Personal life and early career,Aspirations for a stage career,Coco Chanel.csv,Coco Chanel
1920,37,"verification]In the spring of 1920, Coco Chanel was introduced to the Russian composer Igor Stravinsky by Sergei Diaghilev, impresario of the Ballets Russes.",Established couturière,,Coco Chanel.csv,Coco Chanel
1935,52,"By 1935, Coco Chanel had become a habitual drug user, injecting Coco Chanel with morphine on a daily basis: a habit Coco Chanel maintained to the end of Coco Chanel's life.: 80–81",Established couturière,,Coco Chanel.csv,Coco Chanel
