,0,1,2,3
764,1991,"^ Gilbert 1991, p. 437.",References,Citations
765,1991,"^ Gilbert 1991, p. 450.",References,Citations
766,1991,"^ Jump up to: a b Gilbert 1991, p. 456.",References,Citations
767,2001,"^ Jenkins 2001, p. 376.",References,Citations
768,1922,10 November 1922. p. 8017.,References,Citations
769,1991,"^ Gilbert 1991, p. 457.",References,Citations
770,1970,"^ Rhodes James 1970, pp.",References,Citations
771,1991,"150–151; Gilbert 1991, p. 459; Jenkins 2001, pp. 382–384.",References,Citations
772,1991,"^ Gilbert 1991, p. 460.",References,Citations
773,1991,"^ Gilbert 1991, pp. 462–463.",References,Citations
774,1970,"^ Rhodes James 1970, pp.",References,Citations
775,1991,"151–153; Gilbert 1991, pp. 460–461.",References,Citations
776,1970,"^ Rhodes James 1970, p. 154; Gilbert 1991, p. 462.",References,Citations
777,1970,"^ Rhodes James 1970, p. 154; Gilbert 1991, pp.",References,Citations
778,2001,"462–463; Ball 2001, p. 311.",References,Citations
779,1970,"^ Rhodes James 1970, pp.",References,Citations
780,1991,"155, 158; Gilbert 1991, p. 465.",References,Citations
781,1991,"^ Jump up to: a b Gilbert 1991, p. 467.",References,Citations
782,1991,"^ Gilbert 1991, p. 469.",References,Citations
783,2001,"^ Jenkins 2001, p. 404.",References,Citations
784,1991,"^ Gilbert 1991, pp. 468–489.",References,Citations
785,1970,"^ Rhodes James 1970, pp.",References,Citations
786,1991,"169–174; Gilbert 1991, pp. 475–476.",References,Citations
787,1991,"^ Gilbert 1991, pp. 477–479.",References,Citations
788,1964,"^ Bromage, Mary (1964), Churchill and Ireland, University of Notre Dame Press, Notre Dame, IL, pg 108, Library of Congress Catalog Card Number 64-20844  ^ Gilbert 1991, p. 480.",References,Citations
789,1970,"^ Rhodes James 1970, p. 183; Gilbert 1991, p. 489.",References,Citations
790,2001,"^ Jenkins 2001, pp.",References,Citations
791,1991,"^ Jump up to: a b Gilbert 1991, p. 491.",References,Citations
792,2001,"^ Jenkins 2001, pp. 421–423.",References,Citations
793,2001,"^ Jenkins 2001, p. 51.",References,Citations
794,1991,"^ Gilbert 1991, p. 496.",References,Citations
795,2001,"^ Jenkins 2001, p. 434.",References,Citations
796,1991,"^ Gilbert 1991, p. 495.",References,Citations
797,1991,"^ Gilbert 1991, pp. 499–500.",References,Citations
798,1991,"^ Gilbert 1991, p. 500.",References,Citations
799,2001,"^ Jump up to: a b Jenkins 2001, p. 443.",References,Citations
800,1991,"^ Gilbert 1991, pp. 502–503.",References,Citations
801,1991,"^ Jump up to: a b Gilbert 1991, p. 503.",References,Citations
802,2001,"^ Jenkins 2001, pp. 443–444.",References,Citations
803,2001,"^ Jump up to: a b Jenkins 2001, p. 444.",References,Citations
804,2001,"^ Jenkins 2001, p. 445.",References,Citations
805,1932,"^ ""Meeting Hitler, 1932"".",References,Citations
806,2015,5 March 2015.,References,Citations
807,2021,Retrieved 22 May 2021.,References,Citations
808,1991,"^ Jump up to: a b Gilbert 1991, p. 508.",References,Citations
809,2001,"^ Jenkins 2001, pp. 468–469.",References,Citations
810,2001,"^ Jenkins 2001, pp. 445–446.",References,Citations
811,1991,"^ Gilbert 1991, pp. 508–509.",References,Citations
812,2001,"^ Jenkins 2001, p. 470.",References,Citations
813,1991,"^ Gilbert 1991, pp.",References,Citations
814,2001,"^ Jenkins 2001, pp. 479–480.",References,Citations
815,1991,"^ Gilbert 1991, p. 533.",References,Citations
816,1935,24 October 1935. pp. 357–369.,References,Citations
817,2021,Retrieved 17 May 2021.,References,Citations
818,1991,"We cannot afford to see Nazidom in its present phase of cruelty and intolerance, with all its hatreds and all its gleaming weapons, paramount in Europe  ^ Jump up to: a b Gilbert 1991, p. 544.",References,Citations
819,1935,24 October 1935. pp. 357–369.,References,Citations
820,2021,Retrieved 17 May 2021.,References,Citations
821,1970,"^ Rhodes James 1970, p. 408.",References,Citations
822,1937,"^ Boadilla by Esmond Romilly, first published 1937, republished by ""The Clapton Press"".",References,Citations
823,2019,29 May 2019.,References,Citations
824,2018,2018.,References,Citations
825,1991,"ISBN 978-1-9996543-0-6  ^ Gilbert 1991, pp.",References,Citations
826,1991,"^ Gilbert 1991, pp. 538–539.",References,Citations
827,1991,"^ Gilbert 1991, p. 547.",References,Citations
828,1991,"^ Gilbert 1991, pp. 568–569.",References,Citations
829,1991,"^ Gilbert 1991, p. 569.",References,Citations
830,1991,"^ Gilbert 1991, p. 570.",References,Citations
831,2001,"^ Jenkins 2001, pp. 514–515.",References,Citations
832,1991,"^ Gilbert 1991, pp. 576–577.",References,Citations
833,2001,"^ Jenkins 2001, p. 516.",References,Citations
834,1991,"^ Gilbert 1991, p. 588.",References,Citations
835,1991,"^ Gilbert 1991, p. 589.",References,Citations
836,1991,"^ CHURCHILL BY HIMSELF The Definitive Collection of Quotations, Edited by Richard M. Langworth  ^ Gilbert 1991, pp. 590–591.",References,Citations
837,1991,"^ Gilbert 1991, p. 594.",References,Citations
838,1991,"^ Gilbert 1991, p. 595.",References,Citations
839,1991,"^ Gilbert 1991, p. 598.",References,Citations
840,2001,"^ Jenkins 2001, p. 527.",References,Citations
841,1938,5 October 1938.,References,Citations
842,2019,Archived from the original on 13 September 2019.,References,Citations
843,2020,Retrieved 27 April 2020.,References,Citations
844,1991,"^ Jump up to: a b Gilbert 1991, p. 634.",References,Citations
845,2017,"^ Shakespeare 2017, p. 30.",References,Citations
846,2001,"^ Jenkins 2001, pp. 573–574.",References,Citations
847,2001,"^ Jenkins 2001, pp. 576–577.",References,Citations
848,2001,"^ Jenkins 2001, p. 579.",References,Citations
849,2017,"^ Shakespeare 2017, pp. 299–300.",References,Citations
850,2001,"^ Jenkins 2001, p. 582.",References,Citations
851,2001,"^ Jump up to: a b Jenkins 2001, p. 583.",References,Citations
852,2001,"^ Jenkins 2001, p. 586.",References,Citations
853,2015,"^ Arthur 2015, p. 170.",References,Citations
854,2001,"^ Jenkins 2001, p. 592.",References,Citations
855,2001,"^ Jenkins 2001, p. 590.",References,Citations
856,1993,"^ Blake & Louis 1993, pp.",References,Citations
857,2001,"^ Jenkins 2001, pp. 587–588.",References,Citations
858,2016,"^ Hermiston 2016, pp. 26–29.",References,Citations
859,2001,"^ Jenkins 2001, pp. 714–715.",References,Citations
860,1993,"^ Blake & Louis 1993, pp.",References,Citations
861,2016,"^ Hermiston 2016, p. 41.",References,Citations
862,2001,"^ Jenkins 2001, p. 599.",References,Citations
863,2001,"^ Jenkins 2001, pp. 602–603.",References,Citations
864,2001,"^ Jenkins 2001, pp. 611–612.",References,Citations
865,1991,"^ Gilbert 1991, p. 65.",References,Citations
866,2008,"^ Mather, John (29 August 2008).",References,Citations
867,2020,Retrieved 14 May 2020.,References,Citations
868,2001,"^ Jenkins 2001, p. 591.",References,Citations
869,1940,13 May 1940.,References,Citations
870,2021,Archived from the original on 19 May 2021.,References,Citations
871,2020,Retrieved 30 April 2020.,References,Citations
872,1940,4 June 1940. pp. 1501–1525.,References,Citations
873,2020,Retrieved 30 April 2020.,References,Citations
874,2001,"{{cite book}}: |work= ignored (help)  ^ Jenkins 2001, p. 597.",References,Citations
875,1940,4 June 1940.,References,Citations
876,2020,Retrieved 30 April 2020.,References,Citations
877,1940,4 June 1940. p. 791.,References,Citations
878,2020,Retrieved 14 January 2020.,References,Citations
879,2009,"{{cite book}}: |work= ignored (help)  ^ Hastings 2009, pp. 44–45.",References,Citations
880,2009,"^ Hastings 2009, pp. 51–53.",References,Citations
881,2001,"^ Jenkins 2001, p. 621.",References,Citations
882,1940,18 June 1940. p. 61.,References,Citations
883,2020,Retrieved 30 April 2020.,References,Citations
884,1940,18 June 1940.,References,Citations
885,2020,Retrieved 30 April 2020.,References,Citations
886,2004,"^ Playfair, Major-General I. S. O.; with Stitt R.N., Commander G. M. S.; Molony, Brigadier C. J. C. & Toomer, Air Vice-Marshal S. E. (2004) [1st.",References,Citations
887,1954,HMSO 1954].,References,Citations
888,1941,The Mediterranean and Middle East: The Early Successes Against Italy (to May 1941).,References,Citations
889,1986,"^ Dalton 1986, p. 62.",References,Citations
890,1940,20 August 1940.,References,Citations
891,2005,Archived from the original on 12 March 2005.,References,Citations
892,2020,Retrieved 30 April 2020.,References,Citations
893,1940,20 August 1940. p. 1167.,References,Citations
894,2020,Retrieved 30 April 2020.,References,Citations
895,2001,"{{cite book}}: |work= ignored (help)  ^ Jenkins 2001, p. 640.",References,Citations
896,2001,"^ Jenkins 2001, p. 641.",References,Citations
897,2004,"^ Neiberg 2004, p. 118-119.",References,Citations
898,2008,"^ Lukacs, John (Spring–Summer 2008).",References,Citations
899,2020,Retrieved 5 May 2020.,References,Citations
900,2001,"^ Jenkins 2001, pp. 614–615.",References,Citations
901,2001,"^ Jenkins 2001, pp. 658–659.",References,Citations
902,2001,"^ Jenkins 2001, pp. 665–666.",References,Citations
903,1942,1 January 1942.,References,Citations
904,2020,Retrieved 11 May 2020.,References,Citations
905,2001,"^ Bromage, pg 162  ^ Jenkins 2001, p. 667.",References,Citations
906,2001,"^ Jenkins 2001, p. 670.",References,Citations
907,2001,"^ Jenkins 2001, pp. 677–678.",References,Citations
908,2001,"^ Jenkins 2001, p. 674.",References,Citations
909,2001,"^ Jenkins 2001, p. 679.",References,Citations
910,2001,"^ Jenkins 2001, p. 682.",References,Citations
911,2001,"^ Jenkins 2001, p. 680.",References,Citations
912,2001,"^ Jenkins 2001, pp.",References,Citations
913,2001,"^ Jump up to: a b Jenkins 2001, p. 681.",References,Citations
914,2015,"^ Glueckstein, Fred (10 November 2015).",References,Citations
915,2020,Retrieved 22 May 2020.,References,Citations
916,2005,"^ Bayly & Harper 2005, pp. 251–253.",References,Citations
917,1943,"^ ""Bengal famine of 1943 caused by British policy failure, not drought: Study"".",References,Citations
918,2019,"New Delhi: Bennett, Coleman & Co. Ltd. 20 March 2019.",References,Citations
919,2020,Retrieved 4 December 2020.,References,Citations
920,1977,"^ Sen 1977, pp. 52–55.",References,Citations
921,1977,"^ Jump up to: a b Sen 1977, p. 52.",References,Citations
922,2021,"^ Jump up to: a b c Roberts, Andrew; Gebreyohanes, Zewditu (14 March 2021).",References,Citations
923,2021,Retrieved 5 May 2021.,References,Citations
924,2010,"^ Jump up to: a b Herman, Arthur L. (13 September 2010).",References,Citations
925,2021,Retrieved 5 May 2021.,References,Citations
926,1977,"^ Sen 1977, p. 40.",References,Citations
927,2015,"^ Khan 2015, p. 213.",References,Citations
928,2000,"^ Devereux, Stephen (2000).",References,Citations
929,2017,Archived from the original (PDF) on 16 May 2017.,References,Citations
930,2001,"^ Jenkins 2001, pp. 688–690.",References,Citations
931,2001,"^ Jump up to: a b Jenkins 2001, p. 690.",References,Citations
932,2001,"^ Jenkins 2001, p. 692.",References,Citations
933,1978,"^ Cooper 1978, pp. 376–377.",References,Citations
934,2001,"^ Jenkins 2001, pp. 692–698.",References,Citations
935,2001,"^ Jenkins 2001, p. 698.",References,Citations
936,2001,"^ Jenkins 2001, pp. 699–701.",References,Citations
937,2001,"^ Jump up to: a b c Jenkins 2001, p. 702.",References,Citations
938,2001,"^ Jenkins 2001, pp. 705–706.",References,Citations
939,1943,"^ Middleton, Drew (24 January 1943).",References,Citations
940,1943,"""Roosevelt, Churchill Map 1943 War Strategy At Ten-Day Conference Held In Casablanca; Giraud And De Gaulle, Present, Agree On Aims"".",References,Citations
941,2001,"^ Jenkins 2001, pp. 705–707.",References,Citations
942,2001,"^ Jenkins 2001, pp. 707–711.",References,Citations
943,2001,"^ Jenkins 2001, pp. 719–720.",References,Citations
944,2007,"^ Roberts, Geoffrey (Fall 2007).",References,Citations
945,1162,doi:10.1162/jcws.2007.9.4.6.,References,Citations
946,2001,"^ Jenkins 2001, p. 725.",References,Citations
947,2001,"^ Jenkins 2001, pp. 726–728.",References,Citations
948,2016,1 April 2016.,References,Citations
949,2020,Retrieved 21 May 2020.,References,Citations
950,2001,"^ Jenkins 2001, pp. 713–714.",References,Citations
951,2001,"^ Jenkins 2001, p. 713.",References,Citations
952,1985,"^ Tompkins, Peter (1985).",References,Citations
953,0032,ISSN 0032-325X.,References,Citations
954,2001,"^ Jenkins 2001, pp.",References,Citations
955,2001,"^ Jump up to: a b Jenkins 2001, p. 730.",References,Citations
956,2001,"^ Jenkins 2001, p. 737.",References,Citations
957,1992,"^ Abel-Smith, Brian (January 1992).",References,Citations
958,1111,doi:10.1111/j.1468-246X.1992.tb00900.x.,References,Citations
959,2001,"^ Jenkins 2001, p. 733.",References,Citations
960,2008,"^ Lynch 2008, pp. 1–4.",References,Citations
961,2008,"^ Marr 2008, pp. 5–6.",References,Citations
962,2001,"^ Jenkins 2001, pp. 744–745.",References,Citations
963,2001,"^ Jenkins 2001, p. 746.",References,Citations
964,2001,"^ Jenkins 2001, p. 754.",References,Citations
965,1978,^ Jump up to: a b Resis 1978.,References,Citations
966,2001,"^ Jenkins 2001, p. 759.",References,Citations
967,2001,"^ Jenkins 2001, p. 760.",References,Citations
968,2001,"^ Jenkins 2001, p. 773.",References,Citations
969,2001,"^ Jenkins 2001, pp. 778–779.",References,Citations
970,2001,"^ Jenkins 2001, p. 779.",References,Citations
971,1978,"^ Tolstoy 1978, p. 360.",References,Citations
972,1974,"^ Hummel, Jeffrey Rogers (1 November 1974).",References,Citations
973,2020,Retrieved 28 January 2020.,References,Citations
974,2001,"^ Jenkins 2001, pp. 777–778.",References,Citations
975,2005,"^ Taylor 2005, pp. 262–264.",References,Citations
976,2001,"^ Jenkins 2001, p. 777.",References,Citations
977,2010,18 March 2010.,References,Citations
978,2020,Retrieved 2 May 2020.,References,Citations
979,2001,"^ Jump up to: a b Jenkins 2001, p. 778.",References,Citations
980,2005,"^ Taylor 2005, pp. 430–431.",References,Citations
981,2009,"^ Jump up to: a b Marr 2009, pp. 423–424.",References,Citations
